Province,Listprice,date added,locality,postal_code,year_built,taxes,basement,Lot_size,Beds,Baths,Area,MonthyrAdded,PricePerSqft,Age 
Ontario,389900,27-Mar-18,Ottawa,K1Y 3R2,2018,"3,917 CAD (2017)",Full,0.051 Ac,2,1,780.8249027,Mar-18,499.3437052,0
Ontario,799900,05-Oct-18,Mississauga,L5A3G5,2018,,Walkout,,4,2,780.8249027,Oct-18,1024.429417,0
Ontario,649900,07-Nov-18,Ottawa,K4A 5A7,2005,"6,143 CAD (2018)",Full,0.129 Ac,4,4,780.8249027,Nov-18,832.3248884,13
Ontario,789000,21-Nov-18,Ottawa,K2J 0M2,2009,"8,494 CAD (2018)",Full,0.292 Ac,5,5,780.8249027,Nov-18,1010.469821,9
Ontario,1650000,08-Nov-18,Ottawa,K4M 1A4,2018,,,,,,780.8249027,Nov-18,2113.149817,0
Ontario,199900,21-Nov-18,Fort Erie,L0S 1S0,1952,"2,664 CAD (2018)",Part Partial Basement/Unfinished,0.91 Ac,3,1,1474,Nov-18,135.6173677,66
Ontario,314900,27-Nov-18,Ottawa,K1W 0G5,2012,"3,270 CAD (2017)",Full,0.032 Ac,2,3,780.8249027,Nov-18,403.2914408,6
Ontario,439900,06-Nov-18,Ottawa,K1T 0H9,2008,"3,300 CAD (2018)",Full,0.065 Ac,3,4,780.8249027,Nov-18,563.3785481,10
Ontario,344900,26-Mar-18,Toronto,M8Z 1N8,2018,,,,,1,505,Mar-18,682.970297,0
Ontario,410000,26-Sep-18,Kitchener,N2A 4E1,2018,,,,2,2,780.8249027,Sep-18,525.085712,0
Ontario,234999,18-Nov-18,Ottawa,K2K 1B8,1975,"2,474 CAD (2017)",Full,,3,3,780.8249027,Nov-18,300.9624811,43
Ontario,699900,19-Oct-18,Niagara-on-the-Lake,L0S 1J0,2018,,,,2,2,1868,Oct-18,374.6788009,0
Ontario,484500,06-Aug-18,Ottawa,K4A 4T1,2006,,Full,0.087 Ac,5,3,780.8249027,Aug-18,620.497628,12
Ontario,259900,05-Oct-18,Niagara Falls,,2018,"1,882 CAD (2018)",Full Unfinished,0.107 Ac,3,1,1400,Oct-18,185.6428571,0
Ontario,375000,12-Nov-18,Thames Centre,N0M 1P0,1954,,Full,0.663 Ac,3,1,1018,Nov-18,368.3693517,64
Ontario,410000,09-Oct-18,Toronto,M3C2Z3,2018,,,,3,2,780.8249027,Oct-18,525.085712,0
Ontario,615000,27-Oct-18,Middlesex Centre,N0L1R0,2018,,Full,,4,2,2500,Oct-18,246,0
Ontario,439900,16-Sep-18,Toronto,M6K2L3,2018,,,,,,780.8249027,Sep-18,563.3785481,0
Ontario,400000,16-Jun-18,Toronto,M8Y 1J3,2018,,,,,,780.8249027,Jun-18,512.2787434,0
Ontario,444900,22-Nov-18,Ottawa,K2J 6G9,2016,"3,430 CAD (2018)",Full,0.056 Ac,3,3,780.8249027,Nov-18,569.7820324,2
Ontario,444000,29-Nov-18,Ottawa,K2S 0G7,2018,,,,,,780.8249027,Nov-18,568.6294052,0
Ontario,742500,11-Sep-18,Lincoln,L0R 1B2,2018,"4,469 CAD (2018)",Full Full/Fully Finished,0.83 Ac,3,2,1541,Sep-18,481.8299805,0
Ontario,469900,07-Aug-18,Ottawa,K1S 5K3,2015,"4,067 CAD (2018)",,,1,1,780.8249027,Aug-18,601.7994538,3
Ontario,639800,02-Nov-18,Kitchener,N2R 0B4,2018,,Full,,4,2,2120,Nov-18,301.7924528,0
Ontario,344900,06-Sep-18,Fort Erie,L2A4A3,2018,"2,740 CAD (2018)",Full Fully Finished,0.187 Ac,4,2,1200,Sep-18,287.4166667,0
Ontario,299900,25-Nov-18,Port Hope,L1A 3Z7,1975,,Full,,4,1,780.8249027,Nov-18,384.0809879,43
Ontario,449900,02-Oct-18,Welland,L3B 5N4,2018,"3,670 CAD (2018)",Full,0.799 Ac,2,2,1500,Oct-18,299.9333333,0
Ontario,545500,29-Mar-18,Tiny,L9M 0H7,2018,"2,000 CAD (2017)",,,2,2,1200,Mar-18,454.5833333,0
Ontario,599900,02-Aug-18,Dutton - Dunwich,N0L 2M0,2018,"3,771 CAD (2017)",Part,3.44 Ac,4,2,780.8249027,Aug-18,768.2900454,0
Ontario,629900,11-Sep-18,Saugeen Shores,N0H2C2,2011,,Full,0.153 Ac,4,3,3027,Sep-18,208.0938223,7
Ontario,749000,05-Jun-18,Niagara-on-the-Lake,L0S 1J0,1987,,Full,1.5 Ac,3,2,1750,Jun-18,428,31
Ontario,350000,19-Oct-18,Mississauga,L5B 4A4,2018,,,0.011 Ac,1,1,780.8249027,Oct-18,448.2439005,0
Ontario,249900,26-Nov-18,Wendover,K0A 3K0,1970,,Full Unfinished,,2,1,780.8249027,Nov-18,320.046145,48
Ontario,799900,26-Jul-18,Mississauga,L5G2R9,2018,,,,3,3,780.8249027,Jul-18,1024.429417,0
Ontario,825000,25-Jul-18,Waterloo,N2L 0B6,2013,"5,667 CAD (2018)",,,3,2,1781,Jul-18,463.2229085,5
Ontario,479900,01-Oct-18,St. Catharines,L2M2E4,2018,,Full,0.225 Ac,3,2,1314,Oct-18,365.2207002,0
Ontario,685500,09-Aug-18,Mapleton,N0G 1P0,2017,,Full Fully Finished,0.198 Ac,4,3,780.8249027,Aug-18,877.9176965,1
Ontario,399900,10-Oct-18,Brighton,K0K 1H0,2002,,Full,0.153 Ac,2,2,1590,Oct-18,251.509434,16
Ontario,464900,30-Nov-18,Mississauga,L5B4M8,2018,,,,2,2,780.8249027,Nov-18,595.3959695,0
Ontario,399999,30-Oct-18,Ottawa,K2G 7E8,2005,"3,416 CAD (2018)",Full,0.07 Ac,3,3,780.8249027,Oct-18,512.2774627,13
Ontario,729000,17-Sep-18,Toronto,M1J 2C8,2018,,Full Finished,,4,4,780.8249027,Sep-18,933.6280099,0
Ontario,329900,01-Nov-18,Oshawa,L1H2V6,2018,"2,799.83 CAD (2018)","Part Fin, Sep Entrance",0.087 Ac,2,2,780.8249027,Nov-18,422.5018936,0
Ontario,1098800,24-Aug-18,Manotick,K4M 1H1,2017,"5,871 CAD (2018)",,,5,3,780.8249027,Aug-18,1407.229708,1
Ontario,359900,06-Sep-18,Waterloo,N2K 0B9,2018,,,,1,1,918,Sep-18,392.0479303,0
Ontario,699500,29-Mar-18,Tiny,L0L 1P1,2018,,Full,0.415 Ac,3,2,1817,Mar-18,384.9752339,0
Ontario,669999,30-Jul-18,Toronto,M2J 0B1,2018,"2,713.61 CAD (2018)",,,2,2,780.8249027,Jul-18,858.0656145,0
Ontario,739900,22-Oct-18,Clarington,L1E0C3,2018,,Full,,4,3,780.8249027,Oct-18,947.5876056,0
Ontario,369900,20-Nov-18,Cambridge,K3H 4K4,1972,"2,500 CAD (2018)",Full,0.095 Ac,3,1,1101,Nov-18,335.9673025,46
Ontario,570900,13-Aug-18,Toronto,M6M1A2,2018,,,,2,2,713,Aug-18,800.7012623,0
Ontario,298000,06-Mar-18,Waterloo,N2L 3V9,2018,,,,,,780.8249027,Mar-18,381.6476638,0
Ontario,379900,09-Oct-18,St. Catharines,L2M 1S3,2018,"3,396 CAD (2018)",Full Full/Fully Finished,0.172 Ac,4,1,1020,Oct-18,372.4509804,0
Ontario,430000,18-Jul-18,Richmond Hill,L4C0X5,2018,,,,1,1,780.8249027,Jul-18,550.6996492,0
Ontario,589900,07-Aug-18,Fort Erie,L2A 3C5,1988,,Full Full/Partially Finished,0.221 Ac,4,3,2108,Aug-18,279.8387097,30
Ontario,314900,22-Nov-18,Rockland,K4K 0C4,2008,"2,985 CAD (2018)",,,2,1,1239,Nov-18,254.1565779,10
Ontario,1198000,23-Sep-18,Toronto,M1C3E2,2018,,Full,,5,4,780.8249027,Sep-18,1534.274837,0
Ontario,708000,01-Oct-18,Markham,L6E 1J3,2018,,,,3,3,780.8249027,Oct-18,906.7333759,0
Ontario,829900,23-Aug-18,Welland,L2V 0B6,2018,,Full Full/Unfinished,0.133 Ac,4,2,2515,Aug-18,329.9801193,0
Ontario,1499999,07-Sep-18,Lambton Shores,N0M 1T0,2018,"8,001 CAD (2018)",Full,0.52 Ac,6,5,780.8249027,Sep-18,1921.044007,0
Ontario,402415,06-Sep-18,Waterloo,N2V 0A8,2018,,,,2,2,1186,Sep-18,339.3043845,0
Ontario,269900,08-Sep-18,Ottawa,K2C 3L4,2018,"2,589 CAD (2018)",,,3,2,780.8249027,Sep-18,345.6600821,0
Ontario,499900,07-Nov-18,St. Catharines,L2R 4W5,2018,"4,628 CAD (2018)",Part,0.132 Ac,6,2,2065,Nov-18,242.0823245,0
Ontario,554900,06-Sep-18,St. Catharines,L2S 3Y3,1999,,Full,0.113 Ac,4,3,1640,Sep-18,338.3536585,19
Ontario,575900,15-Nov-18,Toronto,M4M 1C3,2018,,,,1,,640,Nov-18,899.84375,0
Ontario,879000,09-Aug-18,Toronto,M9B 6M1,2018,"3,241.08 CAD (2018)",,,2,2,1467,Aug-18,599.1820041,0
Ontario,389900,15-Feb-18,Ottawa,K2S 0J2,2008,,Full,0.077 Ac,4,4,780.8249027,Feb-18,499.3437052,10
Ontario,539900,10-Oct-18,Hamilton,L9C 4K9,1950,"3,766 CAD (2017)",Full,0.138 Ac,3,2,1606,Oct-18,336.1768369,68
Ontario,398000,24-Sep-18,Ottawa,K1S 5A4,2012,"3,557 CAD (2018)",,,2,2,780.8249027,Sep-18,509.7173497,6
Ontario,459900,23-Oct-18,Oshawa,L1H8X5,2018,,Full,,3,3,780.8249027,Oct-18,588.9924852,0
Ontario,425000,17-Oct-18,Toronto,M1V1M9,2018,"1,394.42 CAD (2017)",,,2,2,780.8249027,Oct-18,544.2961649,0
Ontario,497000,26-Mar-18,Toronto,M8Z 1N8,2018,,,,2,2,765,Mar-18,649.6732026,0
Ontario,1199000,05-Feb-18,Mississauga,L5W1H5,2018,"5,123.68 CAD (2017)",Full Finished,0.201 Ac,3,3,780.8249027,Feb-18,1535.555533,0
Ontario,655000,08-May-18,Innisfil,L9S 2A3,2018,"3,898 CAD (2017)",Full,0.115 Ac,4,3,2200,May-18,297.7272727,0
Ontario,429000,30-Nov-18,North Frontenac,K0H 2C0,2018,"1,700 CAD (2018)",Full,42 Ac,4,2,780.8249027,Nov-18,549.4189523,0
Ontario,895000,03-Jun-18,Tecumseh,,2018,"6,500 CAD (2017)",,1 Ac,2,2,1500,Jun-18,596.6666667,0
Ontario,459900,23-Oct-18,Cobourg,K9A5P7,2018,,Full,,4,2,780.8249027,Oct-18,588.9924852,0
Ontario,599900,09-Oct-18,Hamilton,L9C 6G1,2006,,Full,0.089 Ac,3,2,2179,Oct-18,275.3097751,12
Ontario,675000,26-Nov-18,Oakville,L6M 0Y7,2016,"3,419 CAD (2018)",,0.021 Ac,3,3,1408,Nov-18,479.4034091,2
Ontario,317000,19-Jul-18,Wendover,K0A 3K0,2012,,Full,0.148 Ac,2,2,780.8249027,Jul-18,405.9809042,6
Ontario,1340000,02-Aug-18,Niagara Falls,L0S1K0,2018,,,,,,780.8249027,Aug-18,1716.13379,0
Ontario,807800,07-Jul-18,Mississauga,L5W 0E8,2018,"4,329 CAD (2017)",Full,0.057 Ac,4,3,780.8249027,Jul-18,1034.546922,0
Ontario,529900,13-Sep-18,Ottawa,K2G 1P8,1965,,Full,0.172 Ac,3,2,780.8249027,Sep-18,678.6412653,53
Ontario,229900,13-Nov-18,Chatham - Kent,N7M 3E9,2018,"2,646 CAD (2018)",Part Partially Finished,,3,1,780.8249027,Nov-18,294.4322078,0
Ontario,479900,29-Oct-18,Toronto,M3M0B3,2018,"2,297.58 CAD (2017)",,,2,2,780.8249027,Oct-18,614.6064224,0
Ontario,469900,11-May-18,Toronto,M1S 0G3,2018,,,,2,2,780.8249027,May-18,601.7994538,0
Ontario,399000,15-Nov-18,Mississauga,,2018,,,,,,780.8249027,Nov-18,510.9980466,0
Ontario,669000,15-Nov-18,St. Catharines,L2P 0A3,2018,"5,960 CAD (2018)",Full,0.112 Ac,3,1,2500,Nov-18,267.6,0
Ontario,399888,28-Mar-18,Toronto,M8Z 1N8,2018,,,,1,1,568,Mar-18,704.028169,0
Ontario,1239000,18-Jun-18,Mississauga,L5W 1H6,2018,"6,500 CAD (2017)",Full Finished - Separate Entrance,0.082 Ac,4,5,4500,Jun-18,275.3333333,0
Ontario,500000,11-Jan-18,Toronto,M5V 1J5,2018,,,,,,780.8249027,Jan-18,640.3484293,0
Ontario,399900,13-Nov-18,Fort Erie,L2A3W8,2018,"2,755 CAD (2018)",Full Fully Finished,0.19 Ac,3,2,1775,Nov-18,225.2957746,0
Ontario,469900,25-Sep-18,Ottawa,K1N 6B1,2013,,,,,,780.8249027,Sep-18,601.7994538,5
Ontario,1197000,14-Aug-18,Central Huron,N0M2R0,1998,"5,336 CAD (2018)",Full,52 Ac,3,3,3800,Aug-18,315,20
Ontario,599900,06-Oct-18,Mississippi Mills,K0A1P0,1998,"7,054.65 CAD (2017)",Walkout Partially Finished But Huge Potential!,79.89 Ac,5,2,780.8249027,Oct-18,768.2900454,20
Ontario,399000,11-Nov-18,Toronto,M1S0K6,2018,"1,818.9 CAD (2018)",,,2,1,780.8249027,Nov-18,510.9980466,0
Ontario,1155000,16-Sep-18,Springwater,L9X 0T2,2018,,"Fin W/O, Full",0.546 Ac,3,3,780.8249027,Sep-18,1479.204872,0
Ontario,569850,18-Apr-18,Hamilton,L8K 2X7,2018,,Full,,2,,852,Apr-18,668.8380282,0
Ontario,570000,15-Nov-18,Toronto,M5V 1J5,2018,,,,1,1,452,Nov-18,1261.061947,0
Ontario,3750000,22-Mar-18,Ottawa,K4M 1K3,2009,"14,383 CAD (2017)",Full,,5,8,780.8249027,Mar-18,4802.61322,9
Ontario,244900,15-Aug-18,Prince Edward,K0K 1P0,2016,,,,2,2,960,Aug-18,255.1041667,2
Ontario,589900,09-Oct-18,Ottawa,,1952,"4,850 CAD (2018)",Full,0.186 Ac,3,2,780.8249027,Oct-18,755.4830769,66
Ontario,375000,05-Oct-18,Toronto,,2018,,,,,,780.8249027,Oct-18,480.261322,0
Ontario,899000,30-Aug-18,Markham,L6B0E5,2018,"4,968 CAD (2017)",,0.069 Ac,4,4,780.8249027,Aug-18,1151.346476,0
Ontario,311900,21-Mar-18,Toronto,,2018,,,,1,1,780.8249027,Mar-18,399.4493502,0
Ontario,272900,08-May-18,Toronto,,2018,,,,,,780.8249027,May-18,349.5021727,0
Ontario,998000,04-Sep-18,Port Colborne,L3K 5V3,2018,"5,400 CAD (2018)",Full,17 Ac,4,3,2200,Sep-18,453.6363636,0
Ontario,405000,13-Jan-18,Toronto,M1V5E8,2018,"1,479.14 CAD (2017)",,,2,2,780.8249027,Jan-18,518.6822277,0
Ontario,1298000,16-Aug-18,Niagara Falls,L2H 0B2,2018,"1,392 CAD (2017)",Full,,4,4,3962,Aug-18,327.612317,0
Ontario,454900,11-Nov-18,St. Thomas,N5R6K1,2005,"4,400 CAD (2018)",Full,,3,2,1650,Nov-18,275.6969697,13
Ontario,474900,13-Oct-18,Kemptville,K0G 1J0,1837,"3,578 CAD (2018)",Full Full Basement But Not Finished.  Completely Spray Foamed And Fire Retartardent Added.,0.218 Ac,3,3,2700,Oct-18,175.8888889,181
Ontario,799900,28-Sep-18,Halton Hills,L7G 0B5,2009,,Full,0.08 Ac,3,3,2040,Sep-18,392.1078431,9
Ontario,615000,11-Apr-18,Fort Erie,L2A1B3,2018,"5,341 CAD (2017)",Part,0.631 Ac,4,2,1860,Apr-18,330.6451613,0
Ontario,539900,12-Nov-18,Ottawa,K2S 0P8,2012,"4,690 CAD (2018)",Full,0.068 Ac,4,3,780.8249027,Nov-18,691.4482339,6
Ontario,560000,29-Nov-18,Mississauga,L5C1E1,2018,,Walkout,,3,3,780.8249027,Nov-18,717.1902408,0
Ontario,199000,11-Nov-18,Prince Edward,K0K 1T0,2018,,,2.5 Ac,,,780.8249027,Nov-18,254.8586749,0
Ontario,749900,29-Sep-18,Kemptville,K0G1J0,2011,,Full,28.06 Ac,4,2,780.8249027,Sep-18,960.3945742,7
Ontario,2500000,23-Oct-18,Fort Erie,L2A6M8,2018,"14,345 CAD (2018)",Full Unfinished,3 Ac,3,4,4510,Oct-18,554.3237251,0
Ontario,500000,12-Apr-18,North York,M2M 3T9,2018,,,,,,780.8249027,Apr-18,640.3484293,0
Ontario,1540000,28-Oct-18,Vaughan,L6A4C2,2018,,"Full, Sep Entrance",0.103 Ac,5,4,780.8249027,Oct-18,1972.273162,0
Ontario,369990,15-Nov-18,Toronto,M3K 2C5,2018,,,,1,,552,Nov-18,670.2717391,0
Ontario,359900,02-Oct-18,St. Catharines,L2N 3R7,1955,,Full,0.172 Ac,4,1,876,Oct-18,410.8447489,63
Ontario,849000,14-Nov-18,Saugeen Shores,N0H 2L0,2000,,Full,3.7 Ac,4,3,3000,Nov-18,283,18
Ontario,469900,14-Nov-18,Ottawa,K4A 4Z1,2004,"4,268 CAD (2018)",,0.076 Ac,3,3,780.8249027,Nov-18,601.7994538,14
Ontario,279900,24-Jul-18,Chatham - Kent,N0P 1N0,2018,"2,748 CAD (2018)",Crawl,,3,1.5,780.8249027,Jul-18,358.4670507,0
Ontario,359900,27-Nov-18,Quinte West,K8V 5P4,1972,,Walkout,0.88 Ac,4,3,3100,Nov-18,116.0967742,46
Ontario,359900,08-Sep-18,Ottawa,K0A 3M0,2018,"2,288 CAD (2018)",Full,0.91 Ac,3,2,780.8249027,Sep-18,460.9227994,0
